Istituto;Capienza regolamentare;Detenuti presenti totali;Mese;Tasso di sovraffollamento;Suicidi
IMPERIA;53;95;01/09/19;179.25;0
IMPERIA;53;97;01/10/19;183.02;0
IMPERIA;53;93;01/11/19;175.47;1
IMPERIA;53;85;01/12/19;160.38;0
IMPERIA;53;82;01/01/20;154.72;0
IMPERIA;53;89;01/02/20;167.92;0
IMPERIA;60;94;01/03/20;156.67;0
IMPERIA;60;87;01/04/20;145.0;0
IMPERIA;60;80;01/05/20;133.33;0
IMPERIA;60;87;01/06/20;145.0;0
IMPERIA;60;92;01/07/20;153.33;1
IMPERIA;60;103;01/08/20;171.67;0
IMPERIA;60;85;01/09/20;141.67;0
IMPERIA;60;68;01/10/20;113.33;0
IMPERIA;60;68;01/11/20;113.33;0
IMPERIA;60;57;01/12/20;95.0;0
IMPERIA;60;55;01/01/21;91.67;0
IMPERIA;60;52;01/02/21;86.67;0
IMPERIA;60;56;01/03/21;93.33;0
IMPERIA;60;57;01/04/21;95.0;0
IMPERIA;58;66;01/05/21;113.79;0
IMPERIA;58;61;01/06/21;105.17;0
IMPERIA;58;56;01/07/21;96.55;0
IMPERIA;58;59;01/08/21;101.72;0
IMPERIA;58;58;01/09/21;100.0;0
IMPERIA;58;53;01/10/21;91.38;0
IMPERIA;58;53;01/11/21;91.38;1
IMPERIA;58;53;01/12/21;91.38;0
IMPERIA;58;54;01/01/22;93.1;0
IMPERIA;58;55;01/02/22;94.83;0
IMPERIA;58;58;01/03/22;100.0;0
IMPERIA;58;66;01/04/22;113.79;0
IMPERIA;58;67;01/05/22;115.52;0
IMPERIA;58;62;01/06/22;106.9;0
IMPERIA;58;70;01/07/22;120.69;0
IMPERIA;58;70;01/08/22;120.69;0
IMPERIA;58;68;01/09/22;117.24;0
IMPERIA;58;72;01/10/22;124.14;0
IMPERIA;53;68;01/11/22;128.3;0
IMPERIA;53;69;01/12/22;130.19;0
IMPERIA;53;72;01/01/23;135.85;0
IMPERIA;53;71;01/02/23;133.96;0
IMPERIA;53;62;01/03/23;116.98;0
IMPERIA;53;63;01/04/23;118.87;0
IMPERIA;53;73;01/05/23;137.74;0
IMPERIA;53;72;01/06/23;135.85;0
IMPERIA;53;60;01/07/23;113.21;0
IMPERIA;53;69;01/08/23;130.19;0
IMPERIA;53;58;01/09/23;109.43;0
IMPERIA;53;61;01/10/23;115.09;0
IMPERIA;53;62;01/11/23;116.98;0
IMPERIA;53;67;01/12/23;126.42;0
IMPERIA;53;65;01/01/24;122.64;0
IMPERIA;53;64;01/02/24;120.75;0
IMPERIA;53;72;01/03/24;135.85;0
IMPERIA;53;65;01/04/24;122.64;0
IMPERIA;53;67;01/05/24;126.42;0
IMPERIA;53;71;01/06/24;133.96;0
IMPERIA;53;71;01/07/24;133.96;0
IMPERIA;53;68;01/08/24;128.3;0
IMPERIA;53;69;01/09/24;130.19;0
IMPERIA;53;71;01/10/24;133.96;1
IMPERIA;53;80;01/11/24;150.94;0
IMPERIA;53;68;01/12/24;128.3;1
IMPERIA;53;80;01/01/25;150.94;0
IMPERIA;53;70;01/02/25;132.08;0
IMPERIA;53;67;01/03/25;126.42;0
ISERNIA;50;25;01/01/19;50.0;0
ISERNIA;50;26;01/02/19;52.0;0
ISERNIA;50;31;01/03/19;62.0;0
ISERNIA;50;26;01/04/19;52.0;0
ISERNIA;50;29;01/05/19;58.0;0
ISERNIA;50;31;01/06/19;62.0;0
ISERNIA;50;31;01/07/19;62.0;0
ISERNIA;50;35;01/08/19;70.0;0
ISERNIA;50;41;01/09/19;82.0;0
ISERNIA;50;40;01/10/19;80.0;0
ISERNIA;50;42;01/11/19;84.0;0
ISERNIA;50;57;01/12/19;114.0;0
ISERNIA;50;58;01/01/20;116.0;0
ISERNIA;50;64;01/02/20;128.0;0
ISERNIA;48;39;01/03/20;81.25;0
ISERNIA;48;36;01/04/20;75.0;0
ISERNIA;48;38;01/05/20;79.17;0
ISERNIA;48;35;01/06/20;72.92;0
ISERNIA;48;41;01/07/20;85.42;0
ISERNIA;48;43;01/08/20;89.58;0
ISERNIA;48;41;01/09/20;85.42;0
ISERNIA;48;42;01/10/20;87.5;0
ISERNIA;48;41;01/11/20;85.42;0
ISERNIA;48;38;01/12/20;79.17;0
ISERNIA;48;39;01/01/21;81.25;0
ISERNIA;48;43;01/02/21;89.58;0
ISERNIA;48;48;01/03/21;100.0;0
ISERNIA;48;51;01/04/21;106.25;0
ISERNIA;48;49;01/05/21;102.08;0
ISERNIA;48;47;01/06/21;97.92;0
ISERNIA;48;45;01/07/21;93.75;0
ISERNIA;48;48;01/08/21;100.0;0
ISERNIA;48;44;01/09/21;91.67;0
ISERNIA;48;44;01/10/21;91.67;0
ISERNIA;48;48;01/11/21;100.0;0
ISERNIA;48;48;01/12/21;100.0;0
ISERNIA;48;49;01/01/22;102.08;0
ISERNIA;48;54;01/02/22;112.5;0
ISERNIA;48;57;01/03/22;118.75;0
ISERNIA;48;63;01/04/22;131.25;0
ISERNIA;48;65;01/05/22;135.42;0
ISERNIA;48;66;01/06/22;137.5;0
ISERNIA;48;59;01/07/22;122.92;0
ISERNIA;48;62;01/08/22;129.17;0
ISERNIA;48;55;01/09/22;114.58;0
ISERNIA;48;58;01/10/22;120.83;0
ISERNIA;48;55;01/11/22;114.58;0
ISERNIA;50;60;01/12/22;120.0;0
ISERNIA;50;55;01/01/23;110.0;0
ISERNIA;50;60;01/02/23;120.0;0
ISERNIA;50;62;01/03/23;124.0;0
ISERNIA;50;57;01/04/23;114.0;0
ISERNIA;50;58;01/05/23;116.0;0
ISERNIA;50;54;01/06/23;108.0;0
ISERNIA;50;49;01/07/23;98.0;0
ISERNIA;50;49;01/08/23;98.0;0
ISERNIA;50;55;01/09/23;110.0;0
ISERNIA;50;58;01/10/23;116.0;0
ISERNIA;50;59;01/11/23;118.0;0
ISERNIA;50;52;01/12/23;104.0;0
ISERNIA;50;57;01/01/24;114.0;0
ISERNIA;50;59;01/02/24;118.0;0
ISERNIA;50;62;01/03/24;124.0;0
ISERNIA;50;65;01/04/24;130.0;0
ISERNIA;50;69;01/05/24;138.0;0
ISERNIA;50;74;01/06/24;148.0;0
ISERNIA;50;66;01/07/24;132.0;0
ISERNIA;50;69;01/08/24;138.0;0
ISERNIA;50;67;01/09/24;134.0;0
ISERNIA;50;72;01/10/24;144.0;0
ISERNIA;44;65;01/11/24;147.73;0
ISERNIA;44;67;01/12/24;152.27;0
ISERNIA;44;65;01/01/25;147.73;0
ISERNIA;44;68;01/02/25;154.55;0
ISERNIA;44;61;01/03/25;138.64;0
ISILI;130;101;01/01/19;77.69;0
ISILI;130;95;01/02/19;73.08;0
ISILI;130;94;01/03/19;72.31;0
ISILI;130;93;01/04/19;71.54;0
ISILI;130;92;01/05/19;70.77;0
ISILI;130;92;01/06/19;70.77;0
ISILI;130;92;01/07/19;70.77;0
ISILI;130;96;01/08/19;73.85;0
ISILI;130;93;01/09/19;71.54;0
ISILI;130;91;01/10/19;70.0;0
ISILI;130;92;01/11/19;70.77;0
ISILI;130;89;01/12/19;68.46;0
ISILI;130;82;01/01/20;63.08;0
ISILI;130;77;01/02/20;59.23;0
ISILI;130;70;01/03/20;53.85;0
ISILI;117;65;01/04/20;55.56;0
ISILI;117;59;01/05/20;50.43;0
ISILI;117;62;01/06/20;52.99;0
ISILI;117;65;01/07/20;55.56;0
ISILI;117;68;01/08/20;58.12;0
ISILI;117;66;01/09/20;56.41;0
ISILI;117;68;01/10/20;58.12;0
ISILI;117;72;01/11/20;61.54;0
ISILI;117;68;01/12/20;58.12;0
ISILI;117;70;01/01/21;59.83;0
ISILI;117;71;01/02/21;60.68;0
ISILI;117;70;01/03/21;59.83;0
ISILI;117;66;01/04/21;56.41;0
ISILI;117;64;01/05/21;54.7;0
ISILI;117;65;01/06/21;55.56;0
ISILI;117;64;01/07/21;54.7;0
ISILI;117;60;01/08/21;51.28;0
ISILI;117;57;01/09/21;48.72;0
ISILI;117;57;01/10/21;48.72;0
ISILI;117;63;01/11/21;53.85;0
ISILI;117;64;01/12/21;54.7;0
ISILI;117;68;01/01/22;58.12;0
ISILI;117;72;01/02/22;61.54;0
ISILI;117;71;01/03/22;60.68;0
ISILI;117;68;01/04/22;58.12;0
ISILI;117;68;01/05/22;58.12;0
ISILI;117;71;01/06/22;60.68;0
ISILI;117;74;01/07/22;63.25;0
ISILI;117;72;01/08/22;61.54;0
ISILI;117;78;01/09/22;66.67;1
ISILI;130;80;01/10/22;61.54;0
ISILI;130;78;01/11/22;60.0;0
ISILI;130;81;01/12/22;62.31;0
ISILI;130;78;01/01/23;60.0;0
ISILI;130;80;01/02/23;61.54;0
ISILI;130;76;01/03/23;58.46;0
ISILI;130;77;01/04/23;59.23;0
ISILI;130;77;01/05/23;59.23;0
ISILI;130;78;01/06/23;60.0;0
ISILI;130;79;01/07/23;60.77;0
ISILI;130;85;01/08/23;65.38;0
ISILI;130;81;01/09/23;62.31;0
ISILI;130;82;01/10/23;63.08;0
ISILI;130;87;01/11/23;66.92;0
ISILI;130;89;01/12/23;68.46;0
ISILI;130;90;01/01/24;69.23;0
ISILI;130;90;01/02/24;69.23;0
ISILI;130;92;01/03/24;70.77;0
ISILI;130;91;01/04/24;70.0;0
ISILI;130;85;01/05/24;65.38;0
ISILI;130;83;01/06/24;63.85;0
ISILI;130;80;01/07/24;61.54;0
ISILI;130;81;01/08/24;62.31;0
ISILI;130;77;01/09/24;59.23;0
ISILI;130;77;01/10/24;59.23;0
ISILI;130;79;01/11/24;60.77;0
ISILI;130;77;01/12/24;59.23;0
ISILI;130;74;01/01/25;56.92;0
ISILI;130;70;01/02/25;53.85;0
ISILI;130;83;01/03/25;63.85;0
IVREA;197;267;01/01/19;135.53;0
IVREA;197;281;01/02/19;142.64;0
IVREA;197;273;01/03/19;138.58;0
IVREA;197;280;01/04/19;142.13;0
IVREA;197;281;01/05/19;142.64;0
IVREA;197;280;01/06/19;142.13;0
IVREA;197;268;01/07/19;136.04;0
IVREA;197;266;01/08/19;135.03;0
IVREA;197;276;01/09/19;140.1;0
IVREA;197;278;01/10/19;141.12;0
IVREA;197;274;01/11/19;139.09;0
IVREA;197;266;01/12/19;135.03;0
IVREA;197;275;01/01/20;139.59;0
IVREA;197;282;01/02/20;143.15;0
IVREA;197;279;01/03/20;141.62;0
IVREA;194;243;01/04/20;125.26;0
IVREA;194;250;01/05/20;128.87;0
IVREA;194;255;01/06/20;131.44;0
IVREA;194;251;01/07/20;129.38;0
IVREA;194;262;01/08/20;135.05;0
IVREA;194;265;01/09/20;136.6;0
IVREA;194;258;01/10/20;132.99;0
IVREA;194;277;01/11/20;142.78;0
IVREA;194;259;01/12/20;133.51;0
IVREA;194;260;01/01/21;134.02;0
IVREA;194;263;01/02/21;135.57;0
IVREA;194;243;01/03/21;125.26;0
IVREA;194;247;01/04/21;127.32;0
IVREA;194;244;01/05/21;125.77;0
IVREA;194;239;01/06/21;123.2;0
IVREA;194;248;01/07/21;127.84;0
IVREA;194;252;01/08/21;129.9;0
IVREA;194;242;01/09/21;124.74;0
IVREA;194;230;01/10/21;118.56;0
IVREA;194;204;01/11/21;105.15;0
IVREA;194;203;01/12/21;104.64;0
IVREA;194;197;01/01/22;101.55;0
IVREA;194;190;01/02/22;97.94;0
IVREA;194;193;01/03/22;99.48;0
IVREA;194;207;01/04/22;106.7;0
IVREA;194;217;01/05/22;111.86;0
IVREA;194;228;01/06/22;117.53;0
IVREA;194;226;01/07/22;116.49;0
IVREA;194;238;01/08/22;122.68;0
IVREA;194;238;01/09/22;122.68;0
IVREA;195;242;01/10/22;124.1;1
IVREA;195;252;01/11/22;129.23;0
IVREA;195;222;01/12/22;113.85;0
IVREA;195;223;01/01/23;114.36;0
IVREA;195;216;01/02/23;110.77;0
IVREA;195;217;01/03/23;111.28;0
IVREA;195;208;01/04/23;106.67;0
IVREA;195;207;01/05/23;106.15;0
IVREA;195;210;01/06/23;107.69;0
IVREA;195;211;01/07/23;108.21;1
IVREA;195;227;01/08/23;116.41;0
IVREA;195;239;01/09/23;122.56;0
IVREA;195;262;01/10/23;134.36;0
IVREA;195;245;01/11/23;125.64;0
IVREA;195;259;01/12/23;132.82;0
IVREA;195;260;01/01/24;133.33;0
IVREA;195;268;01/02/24;137.44;0
IVREA;195;280;01/03/24;143.59;0
IVREA;195;275;01/04/24;141.03;0
IVREA;195;261;01/05/24;133.85;0
IVREA;195;254;01/06/24;130.26;0
IVREA;195;263;01/07/24;134.87;1
IVREA;195;264;01/08/24;135.38;0
IVREA;195;252;01/09/24;129.23;0
IVREA;195;261;01/10/24;133.85;0
IVREA;195;268;01/11/24;137.44;0
IVREA;195;272;01/12/24;139.49;0
IVREA;195;271;01/01/25;138.97;0
IVREA;195;267;01/02/25;136.92;0
IVREA;195;272;01/03/25;139.49;0
L'AQUILA;235;187;01/01/19;79.57;0
L'AQUILA;235;188;01/02/19;80.0;0
L'AQUILA;235;190;01/03/19;80.85;0
L'AQUILA;235;186;01/04/19;79.15;0
L'AQUILA;235;183;01/05/19;77.87;0
L'AQUILA;235;187;01/06/19;79.57;0
L'AQUILA;235;187;01/07/19;79.57;0
L'AQUILA;235;185;01/08/19;78.72;0
L'AQUILA;235;187;01/09/19;79.57;0
L'AQUILA;235;189;01/10/19;80.43;0
L'AQUILA;235;186;01/11/19;79.15;0
L'AQUILA;235;185;01/12/19;78.72;0
L'AQUILA;235;187;01/01/20;79.57;0
L'AQUILA;235;185;01/02/20;78.72;0
L'AQUILA;235;181;01/03/20;77.02;0
L'AQUILA;235;186;01/04/20;79.15;0
L'AQUILA;235;188;01/05/20;80.0;0
L'AQUILA;235;187;01/06/20;79.57;0
L'AQUILA;235;186;01/07/20;79.15;0
L'AQUILA;235;189;01/08/20;80.43;0
L'AQUILA;235;187;01/09/20;79.57;0
L'AQUILA;235;187;01/10/20;79.57;0
L'AQUILA;235;185;01/11/20;78.72;0
L'AQUILA;235;188;01/12/20;80.0;0
L'AQUILA;235;188;01/01/21;80.0;0
L'AQUILA;235;186;01/02/21;79.15;0
L'AQUILA;235;185;01/03/21;78.72;0
L'AQUILA;235;184;01/04/21;78.3;0
L'AQUILA;235;185;01/05/21;78.72;0
L'AQUILA;235;182;01/06/21;77.45;0
L'AQUILA;235;182;01/07/21;77.45;0
L'AQUILA;235;180;01/08/21;76.6;0
L'AQUILA;235;178;01/09/21;75.74;0
L'AQUILA;235;176;01/10/21;74.89;0
L'AQUILA;235;176;01/11/21;74.89;0
L'AQUILA;235;172;01/12/21;73.19;0
L'AQUILA;235;169;01/01/22;71.91;0
L'AQUILA;235;169;01/02/22;71.91;0
L'AQUILA;235;165;01/03/22;70.21;0
L'AQUILA;235;164;01/04/22;69.79;0
L'AQUILA;237;163;01/05/22;68.78;0
L'AQUILA;238;162;01/06/22;68.07;0
L'AQUILA;238;162;01/07/22;68.07;0
L'AQUILA;238;161;01/08/22;67.65;0
L'AQUILA;238;159;01/09/22;66.81;0
L'AQUILA;238;157;01/10/22;65.97;0
L'AQUILA;238;163;01/11/22;68.49;0
L'AQUILA;238;159;01/12/22;66.81;0
L'AQUILA;238;159;01/01/23;66.81;0
L'AQUILA;232;164;01/02/23;70.69;0
L'AQUILA;232;167;01/03/23;71.98;0
L'AQUILA;232;168;01/04/23;72.41;0
L'AQUILA;232;170;01/05/23;73.28;0
L'AQUILA;232;169;01/06/23;72.84;0
L'AQUILA;232;171;01/07/23;73.71;0
L'AQUILA;232;170;01/08/23;73.28;0
L'AQUILA;232;171;01/09/23;73.71;0
L'AQUILA;232;168;01/10/23;72.41;0
L'AQUILA;232;166;01/11/23;71.55;0
L'AQUILA;232;166;01/12/23;71.55;0
L'AQUILA;232;162;01/01/24;69.83;0
L'AQUILA;232;160;01/02/24;68.97;0
L'AQUILA;232;160;01/03/24;68.97;0
L'AQUILA;232;160;01/04/24;68.97;0
L'AQUILA;232;155;01/05/24;66.81;0
L'AQUILA;228;161;01/06/24;70.61;0
L'AQUILA;228;167;01/07/24;73.25;0
L'AQUILA;228;166;01/08/24;72.81;0
L'AQUILA;228;170;01/09/24;74.56;0
L'AQUILA;228;167;01/10/24;73.25;0
L'AQUILA;228;174;01/11/24;76.32;0
L'AQUILA;228;173;01/12/24;75.88;0
L'AQUILA;228;173;01/01/25;75.88;0
L'AQUILA;228;172;01/02/25;75.44;0
L'AQUILA;228;173;01/03/25;75.88;0
LA SPEZIA;150;217;01/01/19;144.67;0
LA SPEZIA;150;207;01/02/19;138.0;0
LA SPEZIA;150;223;01/03/19;148.67;0
LA SPEZIA;151;228;01/04/19;150.99;0
LA SPEZIA;151;222;01/05/19;147.02;0
LA SPEZIA;151;227;01/06/19;150.33;0
LA SPEZIA;151;238;01/07/19;157.62;0
LA SPEZIA;151;242;01/08/19;160.26;0
LA SPEZIA;151;229;01/09/19;151.66;1
LA SPEZIA;151;220;01/10/19;145.7;0
LA SPEZIA;151;232;01/11/19;153.64;0
LA SPEZIA;151;220;01/12/19;145.7;0
LA SPEZIA;151;225;01/01/20;149.01;0
LA SPEZIA;151;212;01/02/20;140.4;0
LA SPEZIA;151;204;01/03/20;135.1;0
LA SPEZIA;151;186;01/04/20;123.18;0
LA SPEZIA;151;182;01/05/20;120.53;0
LA SPEZIA;151;177;01/06/20;117.22;0
LA SPEZIA;151;166;01/07/20;109.93;0
LA SPEZIA;151;173;01/08/20;114.57;0
LA SPEZIA;151;167;01/09/20;110.6;1
LA SPEZIA;151;173;01/10/20;114.57;0
LA SPEZIA;151;177;01/11/20;117.22;0
LA SPEZIA;151;172;01/12/20;113.91;0
LA SPEZIA;151;163;01/01/21;107.95;0
LA SPEZIA;151;168;01/02/21;111.26;0
LA SPEZIA;151;155;01/03/21;102.65;0
LA SPEZIA;151;160;01/04/21;105.96;0
LA SPEZIA;151;168;01/05/21;111.26;0
LA SPEZIA;151;171;01/06/21;113.25;0
LA SPEZIA;151;176;01/07/21;116.56;0
LA SPEZIA;151;182;01/08/21;120.53;0
LA SPEZIA;151;184;01/09/21;121.85;0
LA SPEZIA;151;174;01/10/21;115.23;0
LA SPEZIA;151;175;01/11/21;115.89;0
LA SPEZIA;151;180;01/12/21;119.21;0
LA SPEZIA;151;170;01/01/22;112.58;0
LA SPEZIA;151;170;01/02/22;112.58;0
LA SPEZIA;151;180;01/03/22;119.21;0
LA SPEZIA;151;186;01/04/22;123.18;0
LA SPEZIA;151;165;01/05/22;109.27;0
LA SPEZIA;151;166;01/06/22;109.93;0
LA SPEZIA;151;169;01/07/22;111.92;0
LA SPEZIA;151;160;01/08/22;105.96;0
LA SPEZIA;151;155;01/09/22;102.65;0
LA SPEZIA;151;154;01/10/22;101.99;0
LA SPEZIA;151;159;01/11/22;105.3;0
LA SPEZIA;151;153;01/12/22;101.32;0
LA SPEZIA;151;153;01/01/23;101.32;0
LA SPEZIA;151;157;01/02/23;103.97;0
LA SPEZIA;151;161;01/03/23;106.62;0
LA SPEZIA;151;173;01/04/23;114.57;0
LA SPEZIA;151;169;01/05/23;111.92;0
LA SPEZIA;151;160;01/06/23;105.96;0
LA SPEZIA;151;161;01/07/23;106.62;0
LA SPEZIA;151;162;01/08/23;107.28;0
LA SPEZIA;151;154;01/09/23;101.99;0
LA SPEZIA;151;156;01/10/23;103.31;0
LA SPEZIA;151;149;01/11/23;98.68;0
LA SPEZIA;151;152;01/12/23;100.66;0
LA SPEZIA;151;153;01/01/24;101.32;0
LA SPEZIA;151;155;01/02/24;102.65;0
LA SPEZIA;151;155;01/03/24;102.65;0
LA SPEZIA;151;158;01/04/24;104.64;0
LA SPEZIA;151;154;01/05/24;101.99;0
LA SPEZIA;151;125;01/06/24;82.78;0
LA SPEZIA;151;106;01/07/24;70.2;0
LA SPEZIA;151;108;01/08/24;71.52;0
LA SPEZIA;151;118;01/09/24;78.15;0
LA SPEZIA;151;127;01/10/24;84.11;0
LA SPEZIA;151;129;01/11/24;85.43;1
LA SPEZIA;151;122;01/12/24;80.79;0
LA SPEZIA;151;126;01/01/25;83.44;0
LA SPEZIA;151;131;01/02/25;86.75;0
LA SPEZIA;151;125;01/03/25;82.78;0
LANCIANO;231;255;01/01/19;110.39;0
LANCIANO;231;259;01/02/19;112.12;0
LANCIANO;231;272;01/03/19;117.75;0
LANCIANO;231;286;01/04/19;123.81;0
LANCIANO;231;289;01/05/19;125.11;0
LANCIANO;231;301;01/06/19;130.3;0
LANCIANO;231;302;01/07/19;130.74;0
LANCIANO;231;304;01/08/19;131.6;0
LANCIANO;231;293;01/09/19;126.84;0
LANCIANO;231;268;01/10/19;116.02;0
LANCIANO;231;280;01/11/19;121.21;0
LANCIANO;231;275;01/12/19;119.05;0
LANCIANO;231;278;01/01/20;120.35;0
LANCIANO;231;257;01/02/20;111.26;0
LANCIANO;231;251;01/03/20;108.66;0
LANCIANO;227;238;01/04/20;104.85;0
LANCIANO;227;226;01/05/20;99.56;0
LANCIANO;227;220;01/06/20;96.92;0
LANCIANO;227;232;01/07/20;102.2;0
LANCIANO;227;236;01/08/20;103.96;0
LANCIANO;227;239;01/09/20;105.29;0
LANCIANO;229;247;01/10/20;107.86;0
LANCIANO;229;245;01/11/20;106.99;0
LANCIANO;229;244;01/12/20;106.55;0
LANCIANO;229;231;01/01/21;100.87;0
LANCIANO;229;240;01/02/21;104.8;0
LANCIANO;229;242;01/03/21;105.68;0
LANCIANO;229;244;01/04/21;106.55;0
LANCIANO;229;249;01/05/21;108.73;0
LANCIANO;229;251;01/06/21;109.61;0
LANCIANO;229;248;01/07/21;108.3;1
LANCIANO;229;253;01/08/21;110.48;0
LANCIANO;229;261;01/09/21;113.97;0
LANCIANO;229;243;01/10/21;106.11;0
LANCIANO;229;251;01/11/21;109.61;0
LANCIANO;229;233;01/12/21;101.75;0
LANCIANO;229;245;01/01/22;106.99;0
LANCIANO;229;246;01/02/22;107.42;0
LANCIANO;229;257;01/03/22;112.23;0
LANCIANO;229;260;01/04/22;113.54;0
LANCIANO;229;254;01/05/22;110.92;0
LANCIANO;229;248;01/06/22;108.3;0
LANCIANO;229;255;01/07/22;111.35;0
LANCIANO;229;259;01/08/22;113.1;0
LANCIANO;229;255;01/09/22;111.35;0
LANCIANO;229;262;01/10/22;114.41;0
LANCIANO;229;262;01/11/22;114.41;0
LANCIANO;225;260;01/12/22;115.56;0
LANCIANO;225;251;01/01/23;111.56;0
LANCIANO;225;262;01/02/23;116.44;0
LANCIANO;226;266;01/03/23;117.7;0
LANCIANO;226;253;01/04/23;111.95;0
LANCIANO;226;250;01/05/23;110.62;0
LANCIANO;226;241;01/06/23;106.64;0
LANCIANO;226;258;01/07/23;114.16;0
LANCIANO;227;259;01/08/23;114.1;0
LANCIANO;238;253;01/09/23;106.3;0
LANCIANO;238;253;01/10/23;106.3;0
LANCIANO;238;243;01/11/23;102.1;0
LANCIANO;263;229;01/12/23;87.07;0
LANCIANO;289;262;01/01/24;90.66;0
LANCIANO;289;265;01/02/24;91.7;0
LANCIANO;289;261;01/03/24;90.31;0
LANCIANO;289;256;01/04/24;88.58;0
LANCIANO;289;263;01/05/24;91.0;0
LANCIANO;289;257;01/06/24;88.93;0
LANCIANO;227;236;01/07/24;103.96;0
LANCIANO;227;246;01/08/24;108.37;0
LANCIANO;223;245;01/09/24;109.87;0
LANCIANO;223;252;01/10/24;113.0;0
LANCIANO;223;257;01/11/24;115.25;0
LANCIANO;223;258;01/12/24;115.7;0
LANCIANO;223;266;01/01/25;119.28;0
LANCIANO;223;270;01/02/25;121.08;0
LANCIANO;223;262;01/03/25;117.49;0
"LANUSEI ""SAN DANIELE""";33;32;01/01/19;96.97;0
"LANUSEI ""SAN DANIELE""";33;31;01/02/19;93.94;0
"LANUSEI ""SAN DANIELE""";33;33;01/03/19;100.0;0
"LANUSEI ""SAN DANIELE""";33;33;01/04/19;100.0;0
"LANUSEI ""SAN DANIELE""";33;32;01/05/19;96.97;0
"LANUSEI ""SAN DANIELE""";33;31;01/06/19;93.94;0
"LANUSEI ""SAN DANIELE""";33;32;01/07/19;96.97;0
"LANUSEI ""SAN DANIELE""";33;32;01/08/19;96.97;0
"LANUSEI ""SAN DANIELE""";33;34;01/09/19;103.03;0
"LANUSEI ""SAN DANIELE""";33;32;01/10/19;96.97;0
"LANUSEI ""SAN DANIELE""";33;29;01/11/19;87.88;0
"LANUSEI ""SAN DANIELE""";33;28;01/12/19;84.85;0
"LANUSEI ""SAN DANIELE""";33;26;01/01/20;78.79;0
"LANUSEI ""SAN DANIELE""";33;27;01/02/20;81.82;0
"LANUSEI ""SAN DANIELE""";33;26;01/03/20;78.79;0
"LANUSEI ""SAN DANIELE""";32;27;01/04/20;84.38;0
"LANUSEI ""SAN DANIELE""";32;26;01/05/20;81.25;0
"LANUSEI ""SAN DANIELE""";32;27;01/06/20;84.38;0
"LANUSEI ""SAN DANIELE""";32;26;01/07/20;81.25;0
"LANUSEI ""SAN DANIELE""";32;27;01/08/20;84.38;0
"LANUSEI ""SAN DANIELE""";32;29;01/09/20;90.62;0
"LANUSEI ""SAN DANIELE""";32;33;01/10/20;103.12;0
"LANUSEI ""SAN DANIELE""";32;31;01/11/20;96.88;0
"LANUSEI ""SAN DANIELE""";32;30;01/12/20;93.75;0
"LANUSEI ""SAN DANIELE""";32;26;01/01/21;81.25;0
"LANUSEI ""SAN DANIELE""";32;26;01/02/21;81.25;0
"LANUSEI ""SAN DANIELE""";32;26;01/03/21;81.25;0
"LANUSEI ""SAN DANIELE""";32;25;01/04/21;78.12;0
"LANUSEI ""SAN DANIELE""";32;23;01/05/21;71.88;0
"LANUSEI ""SAN DANIELE""";32;23;01/06/21;71.88;0
"LANUSEI ""SAN DANIELE""";32;23;01/07/21;71.88;0
"LANUSEI ""SAN DANIELE""";32;24;01/08/21;75.0;0
"LANUSEI ""SAN DANIELE""";32;24;01/09/21;75.0;0
"LANUSEI ""SAN DANIELE""";32;25;01/10/21;78.12;0
"LANUSEI ""SAN DANIELE""";32;28;01/11/21;87.5;0
"LANUSEI ""SAN DANIELE""";32;26;01/12/21;81.25;0
"LANUSEI ""SAN DANIELE""";32;25;01/01/22;78.12;0
"LANUSEI ""SAN DANIELE""";32;26;01/02/22;81.25;0
"LANUSEI ""SAN DANIELE""";32;26;01/03/22;81.25;0
"LANUSEI ""SAN DANIELE""";32;25;01/04/22;78.12;0
"LANUSEI ""SAN DANIELE""";32;25;01/05/22;78.12;0
"LANUSEI ""SAN DANIELE""";32;25;01/06/22;78.12;0
"LANUSEI ""SAN DANIELE""";32;27;01/07/22;84.38;0
"LANUSEI ""SAN DANIELE""";32;29;01/08/22;90.62;0
"LANUSEI ""SAN DANIELE""";32;30;01/09/22;93.75;0
"LANUSEI ""SAN DANIELE""";33;32;01/10/22;96.97;0
"LANUSEI ""SAN DANIELE""";33;32;01/11/22;96.97;0
"LANUSEI ""SAN DANIELE""";33;33;01/12/22;100.0;0
"LANUSEI ""SAN DANIELE""";33;31;01/01/23;93.94;0
"LANUSEI ""SAN DANIELE""";33;29;01/02/23;87.88;0
"LANUSEI ""SAN DANIELE""";33;28;01/03/23;84.85;0
"LANUSEI ""SAN DANIELE""";33;29;01/04/23;87.88;0
"LANUSEI ""SAN DANIELE""";33;25;01/05/23;75.76;0
"LANUSEI ""SAN DANIELE""";33;25;01/06/23;75.76;0
"LANUSEI ""SAN DANIELE""";33;26;01/07/23;78.79;0
"LANUSEI ""SAN DANIELE""";33;26;01/08/23;78.79;0
"LANUSEI ""SAN DANIELE""";33;28;01/09/23;84.85;0
"LANUSEI ""SAN DANIELE""";33;28;01/10/23;84.85;0
"LANUSEI ""SAN DANIELE""";33;29;01/11/23;87.88;0
"LANUSEI ""SAN DANIELE""";33;29;01/12/23;87.88;0
"LANUSEI ""SAN DANIELE""";33;29;01/01/24;87.88;0
